glutamate,"glutamate;56-86-0;GLUTAMIC ACID;(2S)-2-Aminopentanedioic acid;H-Glu-OH;(S)-2-Aminopentanedioic acid;Glutaminol;L-Glutaminic acid;glutacid;Glutamicol;Glutamidex;Aciglut;Glusate;Glutaton;glutaminic acid;(S)-Glutamic acid;L-glutamate;L-glu;D-Glutamiensuur;Acidum glutamicum;Poly-L-glutamate;alpha-aminoglutaric acid;L-(+)-glutamic acid;L-2-Aminoglutaric acid;POLYGLUTAMIC ACID;Acido glutamico;Glutamic acid polymer;Acide glutamique;1-Aminopropane-1,3-dicarboxylic acid;Acidum glutaminicum;glut;Glutamic acid, L-;(S)-(+)-Glutamic acid;Glutamic acid (VAN);Poly(alpha-L-glutamic acid);a-Glutamic acid;alpha-L-Glutamic acid polymer;Glutamic acid (H-3);Glutaminic acid (VAN);Glutamate, L-;alpha-Glutamic acid;a-Aminoglutaric acid;glu;Glutamic Acid [USAN:INN];glutamate;Pentanedioic acid, 2-amino-, (S)-;2-Aminoglutaric acid;FEMA No. 3285;Glutamicacid;L-a-Aminoglutaric acid;CCRIS 7314;Acide glutamique [INN-French];Acido glutamico [INN-Spanish];Acidum glutamicum [INN-Latin];Glutamic acid, (S)-;alpha-Aminoglutaric acid (VAN);L-alpha-Aminoglutaric acid;AI3-18472;UNII-3KX376GY7L;MFCD00002634;Glutamic acid, L-, peptides;EPA Pesticide Chemical Code 374350;NSC 143503;Gamma-L-Glutamic Acid;Glutamic Acid (L-glutamic acid);2-Aminopentanedioic acid, (S)-;EINECS 200-293-7;25513-46-6;Poly-L-glutamic acid;3KX376GY7L;CHEBI:16015;WHUUTDBJXJRKMK-VKHMYHEASA-N;NCGC00024502-03;L(+)-Glutamic acid, 99%;L-Glutamic acid-13C5,15N;L-2-Aminopentanedioic acid;L-Glutaminsaeure;L-Acido glutamico;(2S)-2-azanylpentanedioic acid;.alpha.-Glutamic acid;.alpha.-Aminoglutaric acid;L(+)-Monosodium glutamate monohydrate;1-amino-propane-1,3-dicarboxylic acid;glt;L-Glutamic acid (9CI);aminoglutarate;alpha-Glutamate;a-Glutamate;L-gluatmate;a-Aminoglutarate;L-Glutamic adid;2-Aminoglutarate;aminoglutaric acid;1ftj;1xff;(S)-glutamate;L-a-Aminoglutarate;alpha-Aminoglutarate;E620;Sodium Glutamate (L-glutamic Acid);(L)-glutamic acid;H-Glu;L-Glutamic,(S);L-(+)-Glutamate;L-Glutamic acid, homopolymer (9CI);poly(L-glutamicacid);PubChem8516;L-alpha-Aminoglutarate;Glutamic acid (USP);poly(L-glutamic acid);Tocris-0218;[3h]-l-glutamic acid;1ii5;(S)-(+)-Glutamate;(S)-Glu;AC1L1OVN;6106/4/3;DSSTox_CID_659;GGL;L-[14C(U)]glutamate;E 620;(S)-2-Aminopentanedioate;Biomol-NT_000170;EC 200-293-7;AC1Q28OF;AC1Q4U8B;AC1Q4U8C;L-Glutamic acid (JP17);SCHEMBL2202;(2S)-2-aminoglutaric acid;DSSTox_RID_75716;gamma-poly(L-glutamic acid);H-Glu-2-Chlorotrityl Resin;DSSTox_GSID_20659;L-Glutamic acid, 98.5%;Lopac0_000529;S)-2-Aminopentanedioic acid;KSC355G8T;BPBio1_001132;CHEMBL575060;GTPL1369;HSDB 490;L-Glutamic acid, 99%, FCC;DTXSID5020659;BDBM17657;CHEBI:53374;CTK2F5389;1-Aminopropane-1,3-dicarboxylate;Glutamic acid, L- (7CI,8CI);L (+)-glutamic acid, alpha-form;1-amino-propane-1,3-dicarboxylate;ZINC1482113;(S)-2-Aminopentanedioic acid; Glu;Tox21_113053;ANW-32593;HSCI1_000269;PDSP1_000128;PDSP1_001539;PDSP2_000127;PDSP2_001523;AKOS006238837;AKOS015854087;AM81690;CCG-204619;DB00142;LS-2330;MCULE-7782530856;RP17345;RTC-066535;CAS-56-86-0;NCGC00024502-01;NCGC00024502-02;NCGC00024502-04;AC-11294;AJ-26313;AN-23567;DS-13284;gamma-poly(L-glutamic acid) macromolecule;HY-14608;LS-71885;SC-19546;(S)-1-Aminopropane-1,3-dicarboxylic acid;AB0065761;AB1002631;ST2414601;TC-066535;A6810;CS-0003473;FT-0085107;FT-0627824;FT-0696960;G0059;L-Glutamic acid, BioUltra, >=99.5% (NT);L-Glutamic acid, tested according to Ph.Eur.;C00025;D00007;L-Glutamic acid, NIST(R)RM 8573, USGS40;M02979;M03872;L-Glutamic acid, JIS special grade, >=99.0%;L-Glutamic acid, NIST(R) RM 8574, USGS41;002G634;SR-01000597730;I04-1668;J-502415;L-Glutamic acid, ReagentPlus(R), >=99% (HPLC);L-Glutamic acid, Vetec(TM) reagent grade, >=99%;SR-01000597730-1;L-Glutamic acid, >=99%, FCC, natural sourced, FG;F8889-8668;Z1250208666;UNII-3KX376GY7L component WHUUTDBJXJRKMK-VKHMYHEASA-N;UNII-61LJO5I15S component WHUUTDBJXJRKMK-VKHMYHEASA-N;27322E29-9696-49C1-B541-86BEF72DE2F3;Glutamic acid, European Pharmacopoeia (EP) Reference Standard;L-Glutamic acid, certified reference material, TraceCERT(R);Glutamic acid, United States Pharmacopeia (USP) Reference Standard;L-Glutamic acid, from non-animal source, meets EP testing specifications, suitable for cell culture, 98.5-100.5%;L-Glutamic acid, PharmaGrade, Ajinomoto, EP, manufactured under appropriate GMP controls for Pharma or Biopharmaceutical production, suitable for cell culture;DL-Glutamic acid;617-65-2;2-aminopentanedioic acid;GLUTAMIC ACID;Glutamic acid, DL-;Glutamic acid DL-form;DL-Glu;NSC 9967;(+-)-Glutamic acid;2-Aminoglutaric acid;Glutaminsaeure;H-DL-Glu-OH;glutamate;poly(glutamic acid);NSC 206301;EINECS 210-522-2;MFCD00063113;BRN 1723799;WHUUTDBJXJRKMK-UHFFFAOYSA-N;NSC620337;Poly-L-Glutamic Acid (MW50,600);DL-Glutamicacid;2-azanylpentanedioic acid;L -2-Aminopentanedioic acid;Glutamic acid, D-;.alpha.-Glutamic acid;.alpha.-Aminoglutaric acid;Poly-L-glutamic acid;l-(5-14c)glutamic acid;glutaminsaure;polyglutamicacid;DL-Glutamate;poly(glutamicacid);D,L-glutamic acid;DL-Glutaminic acid;laevo-glutamic acid;53931-70-7;PubChem12377;PubChem12379;Glutamic acid (USAN);ACMC-209lur;ACMC-1AXQE;gamma-poly(glutamic acid);2-Amino-pentanedioic acid;Pentanedioic acid, (S)-;ACMC-209o5d;bmse000037;bmse000913;bmse001013;WLN: QVYZ2VQ -L;AC1L19MA;AC1Q28OH;AC1Q28OI;AC1Q50AP;SCHEMBL2201;(.+/-.)-Glutamic acid;D -alpha-Aminoglutaric acid;NCIOpen2_000764;D -2-Aminopentanedioic acid;4-04-00-03028 (Beilstein Handbook Reference);ARONIS24594;CHEMBL276389;4-Amino-1,5-pentanedioic acid;CHEBI:18237;CHEBI:53373;NSC9967;25513-46-6;KS-00000JK1;KS-000046KB;NSC-9967;NSC77686;2-aminopentanedioic acidglutamic acid;ANW-33937;BDBM50002371;NSC-77686;NSC143503;NSC206301;PDSP1_000621;PDSP2_000618;STK017280;AKOS000118798;AKOS016050534;CS-W022635;EBD2201821;gamma-poly(glutamic acid) macromolecule;MCULE-4203507491;NSC-143503;NSC-206301;NSC-620337;RP21119;RTR-021244;TRA0074055;NCGC00015470-02;AC-24034;AK-44032;AK-44364;AK-47369;AN-21971;AS-13496;BC223742;I451;LS-71759;SC-05406;SC-27100;SY007089;SY008517;( inverted exclamation markA)-Glutamic Acid;AB1006897;TR-021244;FT-0657301;G0058;ST24033163;MFCD00063112 (97%);MFCD00063113 (95%);1385-EP2269610A2;1385-EP2269988A2;1385-EP2269989A1;1385-EP2269990A1;1385-EP2269993A1;1385-EP2270008A1;1385-EP2270011A1;1385-EP2270018A1;1385-EP2270505A1;1385-EP2272832A1;1385-EP2275401A1;1385-EP2275411A2;1385-EP2275413A1;1385-EP2277848A1;1385-EP2277858A1;1385-EP2277867A2;1385-EP2280003A2;1385-EP2280009A1;1385-EP2281563A1;1385-EP2281818A1;1385-EP2281823A2;1385-EP2284157A1;1385-EP2284160A1;1385-EP2284178A2;1385-EP2284179A2;1385-EP2287153A1;1385-EP2287155A1;1385-EP2287156A1;1385-EP2287167A1;1385-EP2289510A1;1385-EP2289868A1;1385-EP2289890A1;1385-EP2289892A1;1385-EP2292088A1;1385-EP2292592A1;1385-EP2292597A1;1385-EP2292617A1;1385-EP2295055A2;1385-EP2295402A2;1385-EP2295406A1;1385-EP2295410A1;1385-EP2295416A2;1385-EP2295550A2;1385-EP2298731A1;1385-EP2298746A1;1385-EP2298747A1;1385-EP2298748A2;1385-EP2298755A1;1385-EP2298772A1;1385-EP2298776A1;1385-EP2298778A1;1385-EP2298779A1;1385-EP2298780A1;1385-EP2301922A1;1385-EP2301923A1;1385-EP2301931A1;1385-EP2301939A1;1385-EP2301940A1;1385-EP2305219A1;1385-EP2305633A1;1385-EP2305641A1;1385-EP2305646A1;1385-EP2305651A1;1385-EP2305657A2;1385-EP2305673A1;1385-EP2305689A1;1385-EP2305808A1;1385-EP2308509A1;1385-EP2308510A1;1385-EP2308562A2;1385-EP2308831A1;1385-EP2308838A1;1385-EP2308839A1;1385-EP2308854A1;1385-EP2308855A1;1385-EP2308857A1;1385-EP2308869A1;1385-EP2311453A1;1385-EP2311807A1;1385-EP2311811A1;1385-EP2311834A1;1385-EP2311842A2;1385-EP2311850A1;1385-EP2314295A1;1385-EP2314571A2;1385-EP2314585A1;1385-EP2314586A1;1385-EP2314588A1;1385-EP2314593A1;1385-EP2316457A1;1385-EP2316458A1;1385-EP2316459A1;1385-EP2316470A2;1385-EP2316825A1;1385-EP2316826A1;1385-EP2316827A1;1385-EP2316828A1;1385-EP2316831A1;1385-EP2371811A2;1385-EP2374788A1;1385-EP2374790A1;C00302;D04341;M-8437;AB00443951-09;L001165;I04-0186;I04-1092;I14-1312;Q-100712;Z57127545;96C32356-219C-4821-AF0E-30FCBFA1A321;(R,S)-2-Amino-pentanedioicacid; rac-(R*)-2-Aminopentanedioic acid; 2-Amino-pentanedioic acid;6899/5/4;E;;L-glutamate;glutamate;L-Glutamic acid, ion(1-);Glutamate (1-);239135-34-3;L-Glutamate ion;11070-68-1;GLUTAMATE  CAGED;MFCD11046003;2-aminopentanedioate;glutamate(2-);glutamic acid dianion;glutamate;AC1NNVU2;2-aminopentanedioateglutamate;CHEBI:29987;CTK9A3972;BDBM50013055;2094-EP2269977A2;2094-EP2269978A2;2094-EP2269985A2;2094-EP2269990A1;2094-EP2269991A2;2094-EP2272509A1;2094-EP2272847A1;2094-EP2275102A1;2094-EP2275420A1;2094-EP2277507A1;2094-EP2277861A1;2094-EP2277875A2;2094-EP2279750A1;2094-EP2280008A2;2094-EP2280010A2;2094-EP2281559A1;2094-EP2284150A2;2094-EP2284151A2;2094-EP2284152A2;2094-EP2284153A2;2094-EP2284155A2;2094-EP2284156A2;2094-EP2284160A1;2094-EP2284164A2;2094-EP2284169A1;2094-EP2284170A1;2094-EP2284171A1;2094-EP2284178A2;2094-EP2284179A2;2094-EP2286795A1;2094-EP2287140A2;2094-EP2287147A2;2094-EP2287148A2;2094-EP2287150A2;2094-EP2287161A1;2094-EP2287162A1;2094-EP2289871A1;2094-EP2289882A1;2094-EP2289886A1;2094-EP2292590A2;2094-EP2292595A1;2094-EP2295416A2;2094-EP2295419A2;2094-EP2295432A1;2094-EP2295433A2;2094-EP2295435A1;2094-EP2295437A1;2094-EP2295439A1;2094-EP2295550A2;2094-EP2298312A1;2094-EP2298731A1;2094-EP2298732A1;2094-EP2298734A2;2094-EP2298748A2;2094-EP2298755A1;2094-EP2298758A1;2094-EP2298759A1;2094-EP2298764A1;2094-EP2298765A1;2094-EP2298775A1;2094-EP2298778A1;2094-EP2301534A1;2094-EP2301912A2;2094-EP2301913A1;2094-EP2301914A1;2094-EP2301916A2;2094-EP2305637A2;2094-EP2305646A1;2094-EP2305651A1;2094-EP2305652A2;2094-EP2305664A1;2094-EP2305671A1;2094-EP2305673A1;2094-EP2305675A1;2094-EP2308812A2;2094-EP2308828A2;2094-EP2308832A1;2094-EP2308854A1;2094-EP2308863A1;2094-EP2308872A1;2094-EP2308873A1;2094-EP2308875A1;2094-EP2308960A1;2094-EP2311451A1;2094-EP2311796A1;2094-EP2311797A1;2094-EP2311798A1;2094-EP2311799A1;2094-EP2311825A1;2094-EP2311830A1;2094-EP2311831A1;2094-EP2311834A1;2094-EP2311835A1;2094-EP2311842A2;2094-EP2314295A1;2094-EP2314571A2;2094-EP2314578A1;2094-EP2316450A1;2094-EP2316829A1;2094-EP2316836A1;2094-EP2377848A1;L-glutamate;L-glutamic acid dianion;(2S)-2-aminopentanedioate;glutamate;(S)-2-Aminopentanedioic acid dianion;Glutammato di calcio [Italian];Glutamat;7528/9/8;L-glutamate(2-);AC1NUTDR;CHEBI:29988;CTK5E1370;WHUUTDBJXJRKMK-VKHMYHEASA-L;LS-190197;38941-EP2311830A1;glutamate;Glutamate (1-);Glutamic acid ion (1-);AC1L2XJQ;(2R)-2-amino-5-hydroxy-5-oxopentanoate;D-glutamic acid;6893-26-1;H-D-Glu-OH;(R)-2-aminopentanedioic acid;D-Glu;(2R)-2-aminopentanedioic acid;D-glutamate;D(-)-Glutamic acid;D-2-Aminopentanedioic acid;Glutamic acid D-form;D-Glutamicacid;D-2-Aminoglutaric acid;D-Glutaminic acid;D-(-)-Glutamic acid;R-(-)-Glutamic acid;D-Glutaminsaeure;MFCD00063112;UNII-Q479989WEA;L(+)-Glutamic acid;Gamma-D-Glutamic Acid;Tocris-0217;Lopac-G-2128;CHEMBL76232;CHEBI:15966;WHUUTDBJXJRKMK-GSVOUGTGSA-N;Q479989WEA;(r)-glutamic acid;glutamate;Glutamic acid, D-;DGL;GLUTAMIC ACID;NCGC00024501-02;(r)-1-aminopropane-1,3-dicarboxylic acid;138-16-9;D(-)-Glutamic acid, 99+%;delta-Glutamate;gammaDPGA;delta-Glutaminate;Glutamic acid #;glutamic acid d-;delta-Glutamic acid;delta-Glutaminsaeure;E620;D-2-Aminoglutarate;EINECS 230-000-8;NSC 77686;R-(-)-Glutamate;PDGA;delta-Glutaminic acid;poly(D-glutamicacid);Lopac-gamma-2128;delta-2-Aminoglutarate;D-2-Aminopentanedioate;PubChem10977;AI3-09072;(R)-2-aminopentanedioate;delta-2-Aminopentanedioate;D-alpha-Aminoglutaric acid;Biomol-NT_000169;delta-2-Aminoglutaric acid;poly-D-gamma-glutamic acid;(R)-2-Aminoglutaric acid;D-[14C]Glu;DSSTox_CID_28601;DSSTox_RID_82871;gamma-poly(D-glutamic acid);D-Glutamic acid, >=99%;DSSTox_GSID_48675;SCHEMBL43222;KSC491O5N;(2R)-2-aminopentanedioicacid;delta-2-Aminopentanedioic acid;AC1L2M41;BPBio1_001130;GTPL4708;BDBM26431;CHEBI:53375;CTK3J1756;ZINC895124;ACT08602;KS-00000A9T;D-Glutamic acid, >=99% (TLC);Tox21_113052;ANW-35567;PDSP1_000131;PDSP1_001486;PDSP2_000130;PDSP2_001470;SBB006707;AKOS015854118;CS-6255;DB02517;RP21121;RTC-066721;NCGC00015470-01;NCGC00024501-01;NCGC00024501-03;NCGC00024501-04;AC-15064;AC-24113;AJ-24146;AS-12791;BR-47369;gamma-poly(D-glutamic acid) macromolecule;SC-09473;SC-49449;ST075000;TL806175;CAS-6893-26-1;AB0010642;AB1001986;HY-100805;ST2406765;TC-066721;AM20100640;FT-0624571;G0057;EN300-78764;R-(-)-1-Aminopropane-1,3-dicarboxylic acid;R-(?)-1-Aminopropane-1,3-dicarboxylic acid;C00217;M02964;Z-0144;893G261;SR-01000597732;D-Glutamic acid, Vetec(TM) reagent grade, >=99%;Q-100774;SR-01000597732-1;UNII-61LJO5I15S component WHUUTDBJXJRKMK-GSVOUGTGSA-N;(R)-2-Aminoglutaric acid; (R)-2-Aminopentanedioic acid; D-Glu; R-(-)-1-Aminopropane-1,3-dicarboxylic acid;glutamate;hydrogen glutamate;glutamate(1-);2-ammoniopentanedioate;glutamic acid monoanion;Glutamine Analogue, 4;2-azaniumylpentanedioate;AC1NBYR0;BDBM93012;CHEBI:14321",4525487,5460544,33032,,,,,,,
lactate,lactate;2-hydroxypropionic acid;Lactic acid;Lactate,,,,,,,,,,
Pro,"Pro;147-85-3;proline;L-(-)-Proline;(S)-Pyrrolidine-2-carboxylic acid;(2S)-pyrrolidine-2-carboxylic acid;(-)-Proline;(-)-(S)-Proline;Prolinum;H-Pro-OH;2-pyrrolidinecarboxylic acid;(S)-2-Pyrrolidinecarboxylic acid;prolina;(-)-2-Pyrrolidinecarboxylic acid;L-Pyrrolidine-2-carboxylic acid;L-alpha-Pyrrolidinecarboxylic acid;L-Prolin;Prolinum [Latin];Prolina [Spanish];(S)-Proline;Proline, L-;Proline (VAN);(S)-2-Carboxypyrrolidine;Proline [USAN:INN];(L)-PROLINE;(S)-(-)-Proline;2-Pyrrolidinecarboxylic acid, (S)-;FEMA Number 3319;CB 1707;PRO (IUPAC abbreviation);FEMA No. 3319;HSDB 1210;UNII-9DLQ4CIU6V;AI3-26710;MFCD00064318;EINECS 205-702-2;NSC 46703;9DLQ4CIU6V;CHEMBL54922;pro;CHEBI:17203;ONIBWKKTOPOVIA-BYPYZUCNSA-N;Proline (L-Proline);Prolin;Carboxypyrrolidine;L-(2,3-3H)Proline;Proline (USP);L-Proline, labeled with carbon-14;2-Pyrrolidinecarboxylate;racemic proline;rac-proline;NSC-97923;3h-l-proline;L-Proline;;(s)-prolin;femanumber3319;H-Pro;(2S)-proline;Pro-OH;L-Proline,(S);L-Pro-OH;(-)-Proline (S)-2-Carboxypyrrolidine;L-Proline (JP17);AC1L3RTC;2-Pyrrolidinecarboxylicacid;bmse000047;bmse000947;EC 205-702-2;(2S)-2-carboxypyrrolidine;SCHEMBL7792;H-Pro-2-Chlorotrityl Resin;(S)-2-Pyrralidinecarboxylate;(S)-2-Pyrrolidinecarboxylate;KSC176C3H;(-)-2-Pyrrolidinecarboxylate;L(-)-Proline, 99+%;(s)-2-pyrrolidinecarboxylicaci;(S)-(-)-PROLIN;AC1Q71B7;GTPL3314;(s)-2-pyrrolidinecarboxylicacid;DTXSID5044021;CTK0H6133;L-Proline, 99%, FCC, FG;(S)-2-Pyrralidinecarboxylic acid;pyrrolidin-2-(S)-carboxylic acid;Pharmakon1600-01301007;ZINC895360;(2S)-Pyrrolidin-2-carbonsalphaure;pyrrolidine-2-(S)-carboxylic acid;BCP25292;HY-Y0252;(S) -pyrrolidine-2-carboxylic acid;L-Proline, >=99.0% (NT);(S)-(-)-Pyrrolidine-2-carboxylate;ANW-49297;BDBM50000100;NCGC00014017;NSC760114;AKOS010372120;AKOS015856025;CCG-214709;CS-W019861;DB00172;LS-2381;MCULE-8415049837;NSC-760114;RL01867;RP09254;RTC-064025;(S)-(-)-Pyrrolidine-2-carboxylic acid;NCGC00014017-02;NCGC00014017-03;NCGC00097126-01;37159-97-0;4305-67-3;AC-11190;AJ-24182;AN-23287;AS-10803;BC689080;BR-44539;SC-09806;L-Proline, BioUltra, >=99.5% (NT);AB0064943;AB1002323;DB-029981;L-Proline, SAJ special grade, >=99.0%;TC-064025;AM20080359;BB 0242381;FT-0628004;L-Proline, Vetec(TM), 98.5-101.5%;P0481;ST24033226;TL80073505;L-Proline, Vetec(TM) reagent grade, >=99%;C00148;D00035;L-Proline, ReagentPlus(R), >=99% (HPLC);M-5893;M02947;27675-EP2298767A1;27675-EP2314587A1;65150-EP2272510A1;65150-EP2277898A2;65150-EP2284159A1;65150-EP2287165A2;65150-EP2287166A2;65150-EP2289892A1;65150-EP2292620A2;65150-EP2292630A1;65150-EP2295439A1;65150-EP2305687A1;65150-EP2308812A2;125850-EP2272510A1;125850-EP2295422A2;147P853;Q-201327;L-Proline, certified reference material, TraceCERT(R);A01B5B63-CC3D-4796-A7B4-C2DE26A6FA93;F0001-2348;Proline, European Pharmacopoeia (EP) Reference Standard;Z1245635771;UNII-DCS9E77JPQ component ONIBWKKTOPOVIA-BYPYZUCNSA-N;L-Proline, United States Pharmacopeia (USP) Reference Standard;L-Proline, Pharmaceutical Secondary Standard; Certified Reference Material;L-Proline, from non-animal source, meets EP, USP testing specifications, suitable for cell culture;L-Proline, PharmaGrade, Ajinomoto, EP, JP, USP, Manufactured under appropriate GMP controls for pharma or biopharmaceutical production, suitable for cell culture",,,,,,,,,,
sorbitol 6-phosphate,sorbitol 6-phosphate,,,,,,,,,,
Ribulose,Ribulose,,,,,,,,,,
"5,6-dihydrouracil","5,6-dihydrouracil",,,,,,,,,,
dihydroxyacetone phosphate,dihydroxyacetone phosphate;Dihydroxyacetone phosphate,,,,,,,,,,
Dihydroxyacetone,"Dihydroxyacetone;1,3-dihydroxyacetone",,,,,,,,,,
dimethylglycine,"dimethylglycine;N,N-Dimethylglycine",,,,,,,,,,
Dimethylbenzimidazole,Dimethylbenzimidazole,,,,,,,,,,
ethanolamine,ethanolamine;2-aminoethanol;2-Aminoethanol,,,,,,,,,,
3-phosphoglycerate,3-phosphoglycerate;3-Phosphoglyceric acid,,,,,,,,,,
Glyceraldehyde 3-phosphate,Glyceraldehyde 3-phosphate,,,,,,,,,,
Glutaric acid,Glutaric acid;glutarate,,,,,,,,,,
glycine,"glycine;2-Aminoacetic acid;aminoacetic acid;56-40-6;Aminoethanoic acid;Glycolixir;Glycosthene;Aciport;Glicoamin;Padil;H-Gly-OH;Hampshire glycine;L-Glycine;Leimzucker;Amitone;Acetic acid, amino-;Aminoazijnzuur;Glycine, non-medical;Sucre de gelatine;Gyn-hydralin;GLY (IUPAC abbrev);Glycinum;Corilin;Glyzin;Glycinum [INN-Latin];Glicina [INN-Spanish];Glycine [INN];Glykokoll;gly;Acide aminoacetique [INN-French];Acido aminoacetico [INN-Spanish];Acidum aminoaceticum [INN-Latin];FEMA No. 3287;CCRIS 5915;HSDB 495;AI3-04085;amino-Acetic acid;UNII-TE7660XO1C;MFCD00008131;NSC 25936;[14C]glycine;GLYCINE 1.5% IN PLASTIC CONTAINER;EINECS 200-272-2;CHEMBL773;AMINOACETIC ACID 1.5% IN PLASTIC CONTAINER;Glycine iron sulphate (1:1);TE7660XO1C;CHEBI:15428;2-aminoaceticacid;DHMQDGOQFOQNFH-UHFFFAOYSA-N;aminoacetate;NSC25936;Athenon;2-aminoacetate;polyglycine;NCGC00024503-01;Glicina;(1-13c)glycinato;DSSTox_CID_667;Glycine, free base;Polyglycine II;Acido aminoacetico;Acide aminoacetique;DSSTox_RID_75720;DSSTox_GSID_20667;25718-94-9;Acidum aminoaceticum;Glycine, 99%, ACS reagent;Glycine, 99+%, for analysis;Aminoessigsaeure;Hgly;CAS-56-40-6;Glycine, labeled with carbon-14;Glycine [USP:INN];GLYCINE, ACS;H2N-CH2-COOH;Glycine, homopolymer (VAN);Aminoessigsaure;Aminoethanoate;18875-39-3;amino-Acetate;Glycine;;glycine USP;Glycine Technical;glycine-13c;[3H]glycine;Glycine, EP/USP;H-Gly;L-Gly;Gly-CO;Gly-OH;L-Glycine,(S);[14C]-glycine;Corilin (Salt/Mix);Glycine 1 M solution;PubChem18924;Tocris-0219;Glycine (H-Gly-OH);NH2CH2COOH;Glycine, >=99%;Aminoacetic acid,medicinal;Glycine (JP17/USP);Glycine, 99%, FCC;Biomol-NT_000195;bmse000089;bmse000977;WLN: Z1VQ;EC 200-272-2;AC1L19XW;AC1Q28JW;GTPL727;AB-131/40217813;KSC205S9D;Glycine, Electrophoresis Grade;S04-0135;AC1Q53O0;BPBio1_001222;GTPL4084;GTPL4635;DTXSID9020667;BDBM18133;Buffer Concentrate, pH 11.01;CTK1A5991;Glycine, >=99.0% (NT);Glycine, 98.5-101.5%;Pharmakon1600-01300021;BCP25965;CS-B1641;HY-Y0966;KS-000002MW;ZINC4658552;Glycine, ACS reagent, >=98.5%;Tox21_113575;ANW-32505;Glycine, 99%, natural, FCC, FG;LS-218;NSC-25936;NSC760120;STL194276;Glycine, purum, >=98.5% (NT);Glycine, tested according to Ph.Eur.;AKOS000119626;Glycine, for electrophoresis, >=99%;Tox21_113575_1;AM81781;DB00145;MCULE-2415764032;NSC-760120;RP08772;RTC-066530;Glycine, BioUltra, >=99.0% (NT);Glycine, BioXtra, >=99% (titration);Glycine, SAJ special grade, >=99.0%;NCGC00024503-02;NCGC00024503-03;AJ-51834;AK-77854;AN-24439;BC204500;BP-31024;BR-77854;Glycine, Vetec(TM) reagent grade, 98%;SC-26884;Glycine, 0.2M buffer solution, pH 2.5;Glycine, 0.2M buffer solution, pH 3.0;Glycine, 0.2M buffer solution, pH 3.5;AB1002628;DB-029870;ST2416448;TC-066530;FT-0083159;FT-0600491;G0099;G0317;Glycine, ReagentPlus(R), >=99% (HPLC);A20662;Aminoacetic acid; Aminoethanoic acid; Glycocoll;C00037;D00011;M-6155;M03001;L001246;SR-01000597729;Glycine, certified reference material, TraceCERT(R);Q-201300;SR-01000597729-1;B72BA06C-60E9-4A83-A24A-A2D7F465BB65;F2191-0197;Glycine, European Pharmacopoeia (EP) Reference Standard;Z955123660;Glycine, BioUltra, for molecular biology, >=99.0% (NT);InChI=1/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5;Glycine, United States Pharmacopeia (USP) Reference Standard;Glycine, Pharmaceutical Secondary Standard; Certified Reference Material;Tris-tricine buffer; Tris-glycine buffer;Tris glycine buffer concentrate;Glycine, analytical standard, for nitrogen determination according to Kjeldahl method;Glycine, from non-animal source, meets EP, JP, USP testing specifications, suitable for cell culture, >=98.5%;Glycine, meets analytical specification of Ph. Eur., BP, USP, 99-101% (based on anhydrous substance);Glycine, PharmaGrade, Ajinomoto, EP, JP, USP, manufactured under appropriate GMP controls for Pharma or Biopharmaceutical production, suitable for cell culture;Glycine, puriss. p.a., Reag. Ph. Eur., buffer substance, 99.7-101% (calc. to the dried substance)",,,,,,,,,,
Glyceraldehyde,Glyceraldehyde,,,,,,,,,,
Glyceric acid,Glyceric acid,,,,,,,,,,
Glycerol,Glycerol;glycerol,,,,,,,,,,
glycolate,glycolate;Glycolic acid,,,,,,,,,,
Glyoxylate,Glyoxylate,,,,,,,,,,
guanidinoacetate,guanidinoacetate,,,,,,,,,,
guanine,guanine;Guanine,,,,,,,,,,
histamine,histamine,,,,,,,,,,
Histidinol,Histidinol,,,,,,,,,,
homocysteine,homocysteine;Homocysteine,,,,,,,,,,
homoserine,homoserine;Homoserine,,,,,,,,,,
hydantoin-5-propionic acid,hydantoin-5-propionic acid,,,,,,,,,,
hydroquinone,hydroquinone,,,,,,,,,,
hypoxanthine,hypoxanthine;Hypoxanthine,,,,,,,,,,
imidazole lactate,imidazole lactate,,,,,,,,,,
indoleacetate,indoleacetate,,,,,,,,,,
itaconate,itaconate,,,,,,,,,,
cystathionine,cystathionine;Cystathionine,,,,,,,,,,
Dopa,Dopa,,,,,,,,,,
kynurenine,kynurenine;Kynurenine;L-Kynurenine,,,,,,,,,,
pipecolate,pipecolate,,,,,,,,,,
